Age,CreditScore,LoanDuration,NumberOfDependents,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,RiskScore,DebtToIncomeRatio,ApplicationYear,ApplicationMonth,SavingsAccountBalance_log,TotalLiabilities_log,TotalAssets_log,CheckingAccountBalance_log,MonthlyLoanPayment_log,TotalDebtToIncomeRatio_log,MonthlyIncome_log,LoanAmount_log,MonthlyDebtPayments_log,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,EducationLevel_Bachelor,EducationLevel_Doctorate,EducationLevel_High School,EducationLevel_Master,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanApproved
21,602,60,2,0.1951002774260358,2,0,0,0,28,4,0.736945917455257,5,6043,0.265986,0.2809196924556435,54.0,0.24550191038555055,2023,6,8.829665432675236,9.791326185647797,10.082512013210788,6.966967138613983,7.566828479208331,0.050099540375192986,7.782876733818221,11.0346638320775,6.3784261836515865,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
60,565,24,2,0.0953322928671852,4,2,0,0,29,15,0.7592361684923417,2,4623,0.213798,0.2119259482742537,40.8,0.04002561639449247,2022,3,7.478169694159785,10.766335312700145,10.419091740755093,6.93828448401696,6.999422467507961,-1.5344865480991214,8.739696537843024,9.96636845057533,5.521460917862246,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
40,605,72,4,0.247802720231664,4,1,0,0,24,27,0.8719188215190622,6,456439,0.235448,0.2475053183402676,32.0,0.05532454640710307,2018,10,7.044032897274685,10.311748747946293,13.095039455955243,7.593877844605118,6.419994928147142,-1.990140165440545,8.930020024300125,10.040986065721762,6.035481432524756,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
47,515,24,0,0.1825904371406463,1,1,0,0,21,4,0.8878516623082189,10,332539,0.265144,0.2444155600412844,53.0,0.27528271405492727,2019,6,8.675563527387679,9.054271186326293,12.739913378102512,7.580189417944541,7.835579246669965,0.5166163454326106,7.498546684386009,10.771511983000792,6.208590026096629,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
40,593,24,2,0.1926934308343847,5,1,0,0,27,15,0.9450602029608032,4,7753,0.2036349999999999,0.2443619999999999,49.0,0.09064134991857524,2024,7,8.15708378502887,10.981573952417511,9.905335843393745,7.5745584842024805,7.195937226475569,-0.9995299015300084,8.478487012534158,10.132016576126675,6.077642243349034,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
55,617,36,3,0.0309589503670038,1,1,0,0,29,29,0.4616909887699818,3,10191,0.193221,0.2049952817725102,37.6,0.040151624628997656,2022,6,7.929846429742503,12.63074870265947,10.71871961364631,6.673297967767654,6.437751649736401,-2.0905982956174585,8.92220264017189,9.724420693462669,5.707110264748875,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
48,632,60,3,0.1405386264849363,2,0,0,1,17,27,0.7238226383091092,9,8762,0.21749,0.1740124436892245,56.0,0.3160980376190864,2020,6,7.38025578842646,10.48116776328736,10.23501903226617,5.087596335232384,6.570882962339584,-0.40791911973057665,7.624049162382329,10.257308427491955,6.472346294500901,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
34,577,60,0,0.0469278380244831,3,1,0,0,18,29,0.9513743580438612,3,104047,0.275052,0.2474155605098631,40.8,0.01620120744847965,2018,4,8.30325712085294,10.362872502633723,11.818268166394521,7.105786129481271,7.443663683115591,-2.270054376185914,9.884720888444717,10.977670527281063,5.762051382780177,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
43,605,48,0,0.1006781475852455,2,1,0,1,30,29,0.959253165983054,4,18678,0.208359,0.22186252518012,56.0,0.19115466101694917,2020,5,9.248117736310213,9.76117485976141,10.491968420867723,6.53813982376767,6.2166061010848646,-1.3063599566546753,8.747246151031382,9.6714924414986,7.0925737159746784,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
58,451,24,5,0.2769709524833897,4,0,0,0,32,8,0.9376412842686228,6,10234,0.27115,0.2389434976230198,56.0,0.17365878464276632,2022,3,7.89989532313973,9.71571114505921,10.196530231230005,6.839476438228843,7.04141166379481,-0.7669910992895336,8.27715777243181,9.982760733430636,6.52649485957079,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,586,72,0,0.0600746619649428,3,5,0,0,25,22,0.917266880868306,7,15122,0.231745,0.2752724475443557,53.0,0.13290996373267522,2021,5,8.463370384718731,9.355652103136237,10.191894362302365,7.490529402060711,5.6240175061873385,-1.6978382258675255,8.619313463149112,9.184509611941662,6.601230118728877,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
58,638,36,3,0.7349511148745216,3,1,1,0,23,14,0.9503472654291796,3,85580,0.202945,0.1891011200012814,67.0,0.20949464012251148,2019,12,6.0112671744041615,10.689418998189405,11.771196749225846,8.081165777725433,7.20934025660291,0.037321281008803296,7.397867861150586,10.517185599222747,5.834810737062605,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
55,518,36,1,0.3536098228954202,3,0,0,0,21,20,0.8746462022810483,3,197414,0.269918,0.2336904891238,36.0,0.0696440879441409,2021,6,7.126087273299125,9.542661146046344,12.261299194520296,7.503840746698951,7.443078374348516,-1.2930139431575536,9.029108221563552,10.690079537805937,6.364750756851911,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38,518,24,0,0.0633994124641268,4,0,0,0,31,18,0.8669228486832125,6,44328,0.251719,0.266562448839993,37.6,0.016063005510149157,2021,3,7.5822291942764615,9.900783900961812,11.070910473864481,5.545177444479562,7.568379267836522,-1.7113678825792074,9.372983460432582,10.483438039077837,5.241747015059643,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
58,579,36,3,0.3254441588547421,2,0,0,0,29,15,0.6068269449806587,6,34698,0.227028,0.2200136591263022,52.0,0.12236125227011448,2022,1,7.889084407035514,7.96102146588337,10.533828044803261,7.519692404116539,7.093404625868766,-1.013068202422218,8.517509807954598,10.35863131887484,6.416732282512326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
36,547,36,1,0.0815137442722272,4,0,1,0,22,5,0.7256123809033289,5,5133,0.2234799999999999,0.2028995163783919,72.0,0.030642132932782576,2021,10,8.719644119505357,10.618347300001723,10.50336746512563,5.908082938168931,6.100318952020064,-1.8022689876174425,8.110352137128142,9.39099387166944,4.624972813284271,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18,518,48,2,0.3133730294093246,3,0,0,0,17,25,0.669036795586801,5,49516,0.256747,0.2249083024049809,49.0,0.14384270438082097,2022,9,8.31115254800169,9.25253742067597,11.001216117502114,6.659293919683638,6.490723534502507,-1.4217364187379489,8.81941898930886,9.940156936893139,6.880384082186005,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
51,546,12,5,0.0667928887303193,3,4,0,0,28,18,0.94636182473485,7,1457,0.213734,0.2179308997211309,51.0,0.11201563008791925,2019,2,8.54714026778419,10.685538069201806,10.718321251352673,5.288267030694535,7.616775808698373,-0.005762108145436849,7.742076447989041,9.986633133622798,5.552959584921617,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
30,517,60,1,0.1823245368380203,3,1,0,0,29,27,0.640783675811379,6,96668,0.270966,0.2543690498630998,38.400000000000006,0.09992107881824108,2021,4,8.428143374582726,10.58663490101774,11.822393490743867,7.59890045687141,6.584791392385716,-1.612710093727792,8.89367566459992,10.105039677606861,6.590301048196686,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
44,567,72,1,0.2857034364162661,1,2,1,0,24,11,0.7517408121326189,6,1858,0.247601,0.2311990525528504,65.0,0.10427361824121609,2020,7,7.119635638017636,10.51537044626511,10.35067025399616,6.042632833682381,6.028278520230698,-1.5369542933768923,8.22944445007547,9.686636660844938,5.968707559985366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,598,36,3,0.1273437850062077,3,0,0,1,17,11,0.7134323075718783,5,547375,0.201133,0.1886953048725844,41.6,0.08596503351530647,2023,10,7.4949862339505335,9.970351492789636,13.251210315082439,7.416979621381154,6.315358001522335,-1.431204341678989,8.193607564618102,9.624633068687027,5.739792912179234,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
73,620,12,2,0.3777556953602443,4,1,0,0,20,5,0.7022189428034334,2,4141,0.169824,0.1569202132474469,49.0,0.11401425178147268,2024,8,7.550135342488429,11.221489689515522,10.49107975408703,6.881411303642535,7.201916317531627,-0.9329334537855831,8.477707109722505,9.604002767965195,6.306275286948016,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38,657,24,2,0.6098913952988959,2,1,0,0,29,12,0.5280166885585219,6,63992,0.170673,0.1959290947966479,51.0,0.07765195285417148,2021,10,7.738923757439457,9.604879339950793,11.275036228447677,5.8944028342648505,7.110696122978827,-0.8734263329077759,8.19030818343093,10.0929915868061,5.634789603169249,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40,590,36,2,0.0948937122518464,3,1,0,0,10,19,0.7692534625265551,3,1766,0.20258,0.2198563039659555,53.0,0.1520986286189223,2022,11,8.120886021092838,11.171209504025962,10.288205587499503,6.983789965258135,6.173786103901937,-1.3786969846068182,8.479006610030996,9.439863530254431,6.595780513961311,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
61,645,120,3,0.2487694766169154,4,3,0,0,13,18,0.8638807540627913,7,479879,0.269761,0.2876068438922833,45.0,0.08143968278175996,2023,12,10.21313902079189,8.11552088154677,13.088237662674953,7.052721049232323,6.854354502255021,-1.2093774506905817,8.382823352155455,10.52570248222807,5.87493073085203,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
24,608,48,2,0.2052197743522487,7,1,0,0,18,1,0.8841145988681728,3,31929,0.211517,0.2298968481285945,54.0,0.29917872506843957,2019,7,8.395477432732141,9.158415299111264,10.631591561105106,7.699389406256737,6.48768401848461,-0.5864299908133059,7.846589975291186,9.929009089766206,6.639875833826536,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
39,586,36,1,0.3145164089793483,0,2,0,0,23,19,0.7702234670071846,5,46244,0.215514,0.2097130519899484,54.0,0.288,2023,7,7.062191632286556,10.612975492684125,11.372547833097183,7.353081920515432,6.785587645007929,-0.0035702543644869317,7.1308988302963465,10.065351267427687,5.886104031450156,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
53,669,84,0,0.2092776984483303,7,1,0,0,25,16,0.6399448647073991,6,3561,0.204653,0.2245878182214666,40.8,0.0344635359700808,2020,2,7.501082124259871,10.836005901514934,10.76487849442862,6.842683282238422,5.814130531825066,-2.766551982477418,9.376666627733574,9.55768189473384,6.008813185442595,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
41,515,60,1,0.3025651286461748,3,0,0,0,18,4,0.8389306935963838,6,2992,0.263808,0.2377421298089395,41.6,0.07252812314979278,2018,2,7.497207223203318,10.659116452967368,9.527411329321751,7.02197642307216,6.1463292576688975,-1.9543691209681102,8.81818627792769,9.699411063939143,6.194405391104672,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
33,530,60,2,0.1016371626177432,1,0,0,0,31,3,0.7560773157045022,4,73403,0.263552,0.2643380248967994,39.2,0.0411598988875933,2020,5,7.067319848653476,11.124317473928487,11.8579538502745,5.934894195619588,6.566672429803241,-2.1733182775510174,9.189227386535636,10.066966021528604,5.998936561946683,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
33,605,12,2,0.5666121751052826,4,0,0,0,29,15,0.608300305734128,12,13611,0.196527,0.1908528848515833,56.0,0.08504001085040011,2018,7,6.137727054086234,10.457286455149985,10.787420368302158,5.056245805348308,8.051022208190679,-0.3239490644859865,8.500114849881486,10.434909606100769,6.035481432524756,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,533,12,0,0.1998792105994767,2,0,0,0,19,2,0.6597094255851544,5,81137,0.21056,0.1883210595090374,48.8,0.052959898154042014,2024,10,6.095824562432225,9.22029070282935,11.421215795542103,6.380122536899765,7.01211529430638,-1.091552194767633,8.275758370129775,9.397649470281177,5.337538079701318,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
31,550,36,2,0.5086517441055346,2,0,1,0,17,9,0.7393840557980951,6,9011,0.242899,0.206514392656937,64.0,0.046069767091733035,2022,7,8.537583881063972,10.921865448493632,9.789534672460096,6.594413459749778,7.117205503164344,-1.3132758515650975,8.618861900735514,10.401197541154744,5.541263545158426,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
46,609,72,5,0.064469431152272,4,1,0,0,17,10,0.6307603984617912,10,495290,0.23079,0.2359030231680758,48.0,0.20199852457916975,2019,5,9.103534367658373,10.57533448492537,13.188987846439074,4.812184355372417,6.270988431858299,-0.8796782178690872,7.818095005362852,9.91788343281986,6.218600119691729,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
22,544,36,1,0.0585490284512723,0,0,0,0,29,28,0.8886846004589057,8,3913,0.2244769999999999,0.2036978394607746,44.0,0.042973389827503684,2019,5,8.58783803098557,12.034406121723551,11.434553028283828,7.2254814727822945,6.059123195581797,-2.0086243313084498,8.455441893471887,9.348100311680668,5.308267697401205,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50,506,60,0,0.2507222500865863,4,2,1,0,23,6,0.5482829766661882,4,853802,0.2744749999999999,0.2735409709106758,58.0,0.288729739917075,2023,10,8.420241665339788,9.992276515350188,13.682732024727132,6.815639990074331,6.53813982376767,-0.21111105281756917,7.190299173577794,10.020158859339821,5.948034989180646,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39,624,36,1,0.2955502661981273,4,0,0,0,25,10,0.4369581095631932,5,8524,0.186731,0.1813544276792351,48.0,0.09988649262202043,2022,12,7.818430272070656,10.859345091512298,10.486987263791542,7.0925737159746784,6.208590026096629,-1.2961432519817697,7.959712622277825,9.527411329321751,5.655991810819852,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,597,120,0,0.3662621960222576,1,1,0,0,22,1,0.9379104123733102,4,43499,0.278598,0.2997655099720755,59.0,0.401392732791715,2020,11,6.063785208687608,7.775695749915245,10.733806366995315,7.045776576879511,6.366470447731438,-0.4954633523545794,7.9374639778918485,10.00324238567312,7.024649030453636,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18,637,36,0,0.4021234997489215,1,0,0,0,16,25,0.9153516663405512,3,43822,0.221326,0.2257081315404242,51.0,0.08629281524001767,2023,7,6.825460036255307,9.470240063415512,10.947115532871479,6.697034247666484,7.6544432264701125,-0.12228011711967829,7.879354566615173,10.911919812973826,5.429345628954441,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,585,60,0,0.5845772496798306,3,3,0,0,24,18,0.8201269597568991,6,14721,0.233277,0.2105632731280799,44.8,0.04365197061953696,2021,11,9.380673689458071,11.596411468459978,11.723413269090534,6.025865973825314,6.331501849893691,-2.277299527665085,9.16459307359142,9.941601884644786,6.0330862217988015,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
58,640,84,2,0.4481809600312815,3,2,0,0,27,12,0.8167222332431624,3,52519,0.228303,0.2261374010177569,36.8,0.014359559980319384,2021,7,6.1779441140506,10.193017915845527,11.280173399376908,6.093569770045136,6.317164686747284,-2.904126887964887,9.526543086608564,10.056337386630338,5.2832037287379885,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
27,562,84,1,0.2309871728817828,2,0,1,0,32,19,0.8970403926581799,8,298561,0.291961,0.2954391512767778,61.0,0.08509064002959675,2022,5,5.749392985908253,11.86473659974276,12.996176377153944,6.825460036255307,7.212294468500341,-0.5327252163021613,7.902117546276448,10.778143459633002,5.438079308923196,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
45,616,12,1,0.3299789979181652,3,1,0,0,26,24,0.9661064839288688,8,107291,0.178371,0.1546319582660948,36.8,0.12648892554765775,2023,8,9.158099260130491,9.302372457422676,11.680598588758363,8.865876285425417,7.566828479208331,-0.8966463334533257,8.834943644990053,9.969790141790192,6.767343125265392,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
42,634,84,0,0.1269914362010411,2,6,0,0,25,19,0.8406601606887781,6,78546,0.236597,0.234127828454981,49.0,0.10251610656451332,2020,8,6.249975242259483,9.493713172839865,11.42760719931289,6.532334292222349,6.543911845564792,-1.6435725584638714,8.943419073316077,10.261057096201172,6.665683717782408,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
28,548,84,1,0.1561118916951394,4,1,0,1,29,5,0.7751584786368204,6,9997,0.262051,0.2503391163283407,62.0,0.12250426407143575,2022,2,8.478452363099807,11.299719868194977,8.912338567117548,7.868254265520613,5.631211781821365,-1.5761486819777082,8.108422626299346,9.310276200588783,6.008813185442595,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
25,609,24,0,0.4241625990183579,2,2,0,0,16,24,0.8001253299540635,2,253080,0.191153,0.2246496235796596,43.0,0.09620608078506965,2023,4,7.519692404116539,9.440022500129976,12.48998010307794,6.7464121285733745,6.98100574072173,-0.9699796341224516,8.24389604688549,9.93561586628765,5.902633333401366,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
46,452,48,3,0.4487300387629212,4,0,1,0,25,4,0.8868353217450221,4,116180,0.286426,0.2926987427872581,65.0,0.12101438528844728,2024,5,8.98669669562029,9.632334782035558,11.786229669476054,6.876264611890766,6.429719478039138,-1.187682108038276,8.123113028174636,9.765718622791232,6.0112671744041615,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
59,588,60,3,0.1740768038175025,2,0,0,0,23,23,0.7263268578707671,6,2020,0.227354,0.2513364391855511,53.0,0.06640345127212305,2022,4,7.940583827104244,11.513385359202662,9.88557813199256,7.080026499922591,6.175867270105761,-1.8679086210405207,8.606409081125552,9.702227794721923,5.8944028342648505,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
57,652,84,2,0.3409776017515689,2,0,0,1,21,19,0.9270679433330288,5,30137,0.212643,0.2325541429925648,52.0,0.2669468298921981,2023,4,7.307202314764738,9.51332968849511,10.684554031133956,6.635946555686647,5.799092654460526,-0.8030164398408747,7.508969902475808,9.520981848562874,6.18826412308259,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
35,522,24,4,0.2088457379788508,3,1,0,0,27,14,0.9298867265858792,4,41840,0.234698,0.2137735668809694,51.0,0.17355056808072594,2021,7,6.876264611890766,10.06955268681056,11.089087606804009,5.961005339623274,6.9726062513017535,-0.6949002026795392,8.095166697508848,9.937792356228119,6.343880434126331,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
39,568,36,0,0.3302977111463683,4,1,1,0,24,25,0.9027006117838138,9,167782,0.216858,0.2246655849707819,48.8,0.15488054933002718,2023,7,7.551186867296149,10.420970963966186,12.212740366788164,5.293304824724492,6.411818267709897,-1.3051627360745492,8.564601448811228,9.671429383832344,6.699500340161678,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
41,611,12,2,0.1864871001127347,2,0,0,1,28,19,0.9692168032451026,1,5182,0.191592,0.1996636006587268,58.0,0.12338225861223256,2018,3,8.254268770090183,11.464680152342234,11.072030051030096,7.3833681469923835,7.99699040583765,-0.22780199869516848,8.393253743885937,10.376362056873546,6.300785794663244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,520,36,0,0.2345740719527599,2,2,0,0,27,25,0.6207547661324454,3,91851,0.251009,0.2255440248650904,59.0,0.1048229916014033,2023,5,8.106816038947052,9.100748695346088,11.521022594557683,6.6293632534374485,6.907755278982137,-1.1469324979675062,8.455991319689794,10.166197910952352,6.20050917404269,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
47,575,108,0,0.3801713943533596,4,1,0,0,23,11,0.8101041583557386,6,110713,0.278401,0.2566051580135682,46.0,0.061533388293487215,2022,5,7.367077059881012,7.577121930876679,11.632182968619777,8.194229304819817,6.208590026096629,-1.8326918361829456,8.527968264584196,9.94755228369823,5.739792912179234,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
25,594,24,0,0.2791430334282375,5,4,0,0,19,3,0.6869494056214508,3,7495,0.193972,0.2007103259020785,59.0,0.316,2022,9,6.75110146893676,9.751559401061966,9.649949224651184,7.655390644826152,6.70073110954781,-0.033794986207692584,7.1308988302963465,9.678592468183112,5.978885764901122,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
39,642,36,4,0.1891286027144516,3,1,0,0,15,4,0.5487931441885685,6,78786,0.186098,0.1900798893518424,36.0,0.02501195015396245,2019,10,5.752572638825633,10.47931409051953,11.647089157650932,8.68710472813351,6.697034247666484,-2.53773334418991,9.615327588134399,10.00324238567312,5.926926025970411,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
58,602,84,0,0.4413862907024079,3,2,0,0,23,15,0.726295464503275,8,8460,0.248071,0.2541373573247557,53.0,0.15543165247227497,2020,12,5.820082930352362,10.807219755162887,10.58263722345222,8.45638105201948,6.421622267806518,-1.4025696883863983,8.824739163796796,10.088763075406442,6.963189985870238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,513,60,0,0.4625920674621868,5,1,0,0,24,21,0.8519066808790127,4,21485,0.275098,0.2727079521049,55.0,0.08507765023632681,2018,5,5.662960480135946,9.303648549109834,10.387856258239758,7.141245122350491,6.704414354964107,-0.9524574213158084,7.906608617838114,10.188591303973109,5.442417710521793,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
46,613,60,1,0.1921032305043367,3,0,0,0,26,14,0.8354282125361174,4,6267,0.2407059999999999,0.2630803370983603,42.400000000000006,0.012500742460032804,2024,9,7.894318063841624,10.249273425142691,9.42100640177928,7.520234556474628,7.147559271189454,-2.498508850489556,9.811312868589619,10.650317670012258,5.429345628954441,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
44,541,108,4,0.2809895302847451,4,0,0,1,17,19,0.6985244537022525,7,7779,0.296973,0.3206845639522365,62.0,0.2368831168831169,2022,8,7.201916317531627,10.393355081710641,9.913685377512573,7.917900586327916,6.456769655572163,-0.5138983778996802,7.475669869732255,10.020069867615993,6.035481432524756,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
47,571,24,2,0.2494689724819684,1,0,0,0,20,13,0.7543281003880337,2,14840,0.212192,0.2161745190738816,56.0,0.09809203559551899,2018,3,9.047703788498627,8.442038517815478,9.877040902521145,8.571870752706934,7.066466970136958,-1.0228120183745202,8.408623829208956,10.029767718446458,6.0867747269123065,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
34,511,60,0,0.1268237533056029,1,1,0,0,20,18,0.8461616263452928,5,96004,0.278865,0.3133886623586458,51.0,0.25979381443298966,2023,7,8.104703468371108,9.400630098419315,11.590812003627299,6.212606095751519,6.881411303642535,-0.7190318184024623,8.36268133526155,10.28755876795662,7.014814351275545,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
34,562,60,0,0.1690439851053374,2,1,0,1,21,20,0.8543708364172041,7,252647,0.243157,0.2147896470360177,54.0,0.19174757281553398,2023,1,8.682029433869172,10.6633817512079,12.596112730635525,8.925321416943886,6.259581464064923,-1.1432065515955043,8.323608442343572,9.860423463065102,6.672032945461067,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42,493,24,5,0.1874968288521696,4,0,0,0,27,11,0.9609006525312226,5,36494,0.251391,0.2520387306846088,50.0,0.08181754500665468,2021,10,9.022081222515475,10.352714330083161,11.12484830646329,6.059123195581797,7.1098794630722715,-0.856140469230499,8.180017374006766,10.038499099192006,5.676753802268282,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
43,610,36,5,0.3618848093065495,3,0,0,0,15,15,0.5177297472164628,8,9559,0.19769,0.1935607891861766,50.0,0.1428845153696658,2020,7,8.046229101075378,10.51759152575562,10.74761611027086,7.060476365999801,6.478509642208569,-1.0302242992454174,8.021064590910726,9.780754787153832,6.075346031088684,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
42,601,48,0,0.1295618941784069,2,1,0,0,24,8,0.9083472267934952,4,71987,0.209101,0.1844054433990917,36.8,0.11963445029077818,2019,6,7.874358824729881,10.176144815719798,11.49533159656918,7.171656822768514,6.068425588244111,-1.4690848121283515,8.271782728950994,9.588845298501564,6.148468295917647,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
39,637,84,3,0.2391882927249916,6,0,0,0,19,2,0.778486422132141,8,11831,0.233315,0.258300136209394,52.0,0.05187787084571738,2019,12,8.438799123988225,10.11188288150143,10.504108175418333,7.113956109566034,6.541029999189903,-1.2852461781160893,8.0340367755922,10.196716711417025,5.075173815233827,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
46,626,24,3,0.3721392565445571,5,1,0,0,27,29,0.7496976732503067,1,55219,0.177156,0.1552795418751456,37.6,0.06362739571589628,2018,8,8.134467570277563,8.098642843759418,10.976935867540687,7.701652362642226,6.6039438246004725,-1.515161775242746,8.461821415881252,9.626151772138492,5.707110264748875,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
57,630,60,2,0.1279011736103706,6,3,0,0,20,23,0.7906902394824484,4,35168,0.211004,0.1758867006705244,52.0,0.12010113780025285,2022,12,7.029087564149662,8.021256180143997,10.550931050837072,8.142645185942795,6.269096283706261,-1.0703494808407454,7.771910256435763,9.95246817475775,5.652489180268651,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28,584,36,0,0.1609070463092876,7,0,0,0,30,24,0.4725100205208567,7,19360,0.230025,0.2746485761675555,55.0,0.13505122632722757,2018,6,8.882946799288174,10.073610001873085,10.670558759761432,6.555356891810665,7.326465613840322,-0.17045672181319135,7.671982041223035,10.519348639136,5.66988092298052,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
46,498,36,0,0.3021131112807621,6,1,0,0,25,23,0.9889715704593672,8,165540,0.254324,0.2537848671883114,49.0,0.18790460908537598,2022,9,10.050095572172218,9.795623906660182,12.119942698149126,5.8998973535824915,6.595780513961311,-0.8416562242920287,8.010414921607584,9.815966955006633,6.338594078203183,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
30,588,84,2,0.2747023799195012,1,2,0,0,25,18,0.7502456981945396,5,47693,0.251445,0.2323998486431837,55.0,0.04950819672131147,2020,3,7.126087273299125,9.489334816030398,11.01716906136117,6.150602768446279,6.202535517187923,-1.5525377733034302,8.022896869601457,9.925493632798743,5.017279836814924,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
41,526,60,1,0.4679735957492871,2,1,0,0,23,28,0.9865309229876812,7,142191,0.253084,0.2367942128535783,37.6,0.042116191937886516,2022,5,9.09549053029724,9.259511415982631,11.936197746728258,6.19644412779452,5.755742213586912,-2.755655299608058,9.60026309837451,9.31325790598287,6.432940092739179,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
