CreditScore,Age,Experience,NetWorth,LengthOfCreditHistory,DebtToIncomeRatio,Monthly_LoanToIncomeRatio,RiskScore,LoanApproved
609,42,17,41085,29,0.03159369824621003,0.08611145341667757,39.2,1
610,45,23,63600,5,0.015218656282171792,0.17592576875456728,39.2,1
589,30,9,7376,16,0.030457696106029702,0.05051083665258865,43.2,1
600,35,15,148845,23,0.15395476390887616,0.13385746153241224,35.2,1
617,32,13,3713,17,0.05807474055518634,0.11016662243549884,40.0,1
558,46,24,10259,28,0.04336149748842355,0.04137368235040982,44.8,1
585,53,31,3448,8,0.036988110964332896,0.08182292933820182,43.2,1
587,53,27,106195,16,0.05547280291745853,0.10791249510890756,37.6,1
571,22,0,44313,29,0.018791071525552597,0.047396854132959604,45.6,1
554,55,30,85361,28,0.10206645250994871,0.05666434186251774,42.400000000000006,1
614,42,16,8481,5,0.07412672361432393,0.03799174543583714,45.6,1
563,39,16,77658,19,0.06739511218617066,0.09670477553779279,42.400000000000006,1
619,32,7,29243,20,0.11002813504823152,0.135293653918198,39.2,1
635,53,27,88309,3,0.08163839028435686,0.044081360856521534,38.400000000000006,1
571,26,3,6754,8,0.06211026515218428,0.08494188327276274,48.0,1
587,51,27,8894,15,0.04005747529263335,0.06267563844760976,41.6,1
644,56,36,9035,22,0.1016480502095723,0.06173117287798828,37.6,1
523,40,20,75332,26,0.11059299137430703,0.151673193781202,37.6,1
591,41,15,3738,29,0.07498568975386377,0.06558805264299265,47.2,1
641,57,35,100037,9,0.06218099852320129,0.08366984451439086,38.400000000000006,1
561,27,5,66874,27,0.10346395433036391,0.06951581796640104,38.400000000000006,1
588,31,11,101034,7,0.029029952410915553,0.041059315297196475,35.2,1
528,43,21,7155,13,0.037655642922290046,0.017258300845853523,43.2,1
643,45,25,144376,16,0.1395191330849983,0.057948383802635714,39.2,1
482,29,7,2473,15,0.02170965928683108,0.03818152588229914,42.400000000000006,1
561,43,16,415075,18,0.07714549911200481,0.1252075849293436,39.2,1
617,52,33,51694,19,0.03292317924842035,0.05035969112704204,35.2,1
580,57,37,8919,14,0.0779771903456812,0.06193865981756292,41.6,1
697,64,45,10264,24,0.06810181424316274,0.08633572727018046,40.0,1
658,47,24,362464,19,0.058620936340688205,0.047782556750865755,29.6,1
506,35,14,131613,25,0.059167037201719286,0.08351671484206698,35.2,1
619,52,32,52207,4,0.08499688732102095,0.03373421242786646,44.8,1
608,21,0,17487,28,0.01511969760604788,0.1727484478811277,36.8,1
579,31,11,8657,9,0.029541282456680213,0.06708330504636312,41.6,1
651,44,22,136124,26,0.03655471784327165,0.07798548189631628,31.200000000000003,1
581,55,31,9649,9,0.044930288572884336,0.0703882232621772,40.0,1
614,18,0,36203,9,0.04069989707395971,0.13774052545939275,40.0,1
608,54,36,10585,12,0.04244414768830983,0.022268218720722124,42.400000000000006,1
608,47,24,1485,24,0.018178484933278012,0.022568079568524444,37.6,1
620,38,18,155027,7,0.06252514685764868,0.10046123640400467,38.400000000000006,1
582,42,18,7415,23,0.024390243902439025,0.10302097269101956,42.400000000000006,1
550,49,30,67640,13,0.07435840060588327,0.09778221536848311,38.400000000000006,1
563,37,18,167669,19,0.0551265296423904,0.09552718774357477,42.400000000000006,1
596,37,15,24619,13,0.04821374017533952,0.05594641598995893,40.0,1
492,42,19,14796,12,0.02703040921036166,0.03610397602662381,46.400000000000006,1
628,61,39,70429,15,0.02563762307916877,0.09424278701309037,35.2,1
645,51,28,448771,3,0.05502822908705407,0.1007911751459362,37.6,1
589,44,23,160390,24,0.11791128579449747,0.1053804643648877,36.0,1
561,30,6,21946,20,0.09011630994742152,0.07379955577596548,41.6,1
642,46,21,80886,11,0.06946381883942966,0.0499152232925491,35.2,1
682,48,26,546135,24,0.09178873293303248,0.14988488017334525,32.0,1
500,32,12,3067,9,0.12359442204949178,0.09594798232336695,42.400000000000006,1
506,41,21,72152,5,0.023480892673030232,0.02004826094201478,50.400000000000006,1
556,36,16,88404,26,0.04452785123261964,0.06024346934153668,40.8,1
566,59,37,71407,1,0.03194124778185779,0.03969323672451486,47.2,1
573,26,4,5523,25,0.08846169510854071,0.08478645226518655,48.0,1
578,51,28,70748,17,0.0742046456088477,0.08038768680866033,40.8,1
572,39,19,338222,13,0.10676775237221431,0.12705677551583305,35.2,1
572,47,25,57426,3,0.09571959638874138,0.04179938626615002,40.8,1
565,38,18,7059,16,0.039384422110552764,0.06265257943447436,40.0,1
712,79,55,103974,28,0.0216791486007095,0.10600644837727081,34.4,1
493,43,23,7797,26,0.03225562201862649,0.03410266544829462,38.400000000000006,1
535,34,13,55534,1,0.038747042292020806,0.06839942201452522,44.0,1
588,36,14,47233,16,0.08391914041158259,0.1541524707005837,44.0,1
558,37,12,34111,28,0.10126200303915335,0.286389029889962,40.0,1
470,35,13,95197,27,0.016472778036295953,0.05806532717101245,47.2,1
573,63,41,96972,15,0.0662571051271746,0.11857229891355107,43.2,1
618,51,29,3672,26,0.064757572624832,0.11822460518249092,39.2,1
607,38,17,108795,23,0.028882124994971774,0.030068895047915517,37.6,1
553,46,21,6103,5,0.04373990306946688,0.03834094587609665,51.2,1
636,53,30,6350,25,0.029391089438594677,0.05432160844425976,42.400000000000006,1
611,45,22,69039,12,0.0951912220259981,0.053595659440045886,38.400000000000006,1
606,55,35,325159,17,0.17811533275164593,0.05679759685838007,35.2,1
632,35,16,14084,6,0.075385624269381,0.04203275994827754,40.0,1
505,50,27,13500,27,0.06758510950127716,0.056964045129926685,42.400000000000006,1
586,48,25,113651,27,0.038229361917454796,0.11235861574676767,34.4,1
544,34,10,43738,17,0.01055947956850698,0.06323062463390856,44.0,1
605,46,25,673461,28,0.11451072207736923,0.18829202410406393,32.0,1
641,50,27,8800,8,0.041249520485607045,0.026294545751534552,38.400000000000006,1
611,26,3,45075,12,0.03140180030849276,0.043478626341848146,43.2,1
632,39,15,146349,4,0.038896567835380695,0.0532847575844849,37.6,1
540,47,24,9864,12,0.047511816089678555,0.05475684238540634,37.6,1
578,59,38,168864,11,0.04339444074450559,0.03747239104636348,35.2,1
628,32,7,81252,23,0.044899595466307084,0.052019336199201384,36.8,1
656,36,14,10930,24,0.03159693275334088,0.03749336710857686,36.8,1
587,43,19,7102,4,0.056436402574804395,0.02934875385581473,55.2,1
631,40,22,9450,2,0.04632187482848832,0.043477165792149226,48.0,1
576,43,21,72622,9,0.03127057051147199,0.05259241566538763,51.2,1
668,56,34,5640,8,0.08716325894833495,0.16617569066755603,38.400000000000006,1
570,22,0,435808,9,0.04933979608891861,0.22645781518466074,45.6,1
587,34,14,377026,23,0.044843805754695557,0.032601987250556505,35.2,1
582,52,27,53047,13,0.03979562692393133,0.09907247868364358,39.2,1
613,32,9,81266,26,0.026882465831393525,0.14867587745636276,34.4,1
576,59,39,3330,24,0.07281358949632817,0.09956027288754013,40.8,1
518,42,19,323693,2,0.015417352551491547,0.11491850105042453,39.2,1
623,41,15,112714,2,0.07589809814510448,0.1338045704396819,42.400000000000006,1
572,45,24,10302,9,0.06381348511383537,0.031049981031891535,44.8,1
555,29,6,116258,28,0.0831316620790305,0.05723101649499918,39.2,1
599,53,29,10049,10,0.08734181540669529,0.06679467167842802,40.0,1
454,28,6,64890,11,0.09509770775576443,0.0734892443563542,43.2,1
629,46,25,30782,8,0.05043154510069386,0.061877309587696355,42.400000000000006,1
622,48,30,3666,24,0.09681092474299234,0.02341437338771393,40.0,1
607,39,14,260424,17,0.12581875764773626,0.13900828361276812,33.6,1
625,36,11,5499,28,0.05505279034690799,0.08024423139160029,37.6,1
597,65,44,18291,5,0.07368097890443402,0.034312606800979,48.0,1
582,34,11,56426,6,0.03626027926486009,0.07576977722088073,48.0,1
632,40,17,43800,23,0.04058031062826364,0.032556103992856904,38.400000000000006,1
640,44,18,48227,5,0.04322846684890887,0.22948314718097435,44.0,1
469,35,15,106101,22,0.16526992788930034,0.05802197362732463,43.2,1
618,45,23,196983,16,0.051119399514477325,0.1853851651011478,34.4,1
565,62,44,21657,22,0.04787571337983513,0.07161750362656011,46.400000000000006,1
623,42,22,645827,6,0.09785123966942148,0.12607820303707862,35.2,1
577,43,21,661355,28,0.13716851792001905,0.11675498666726725,39.2,1
533,41,18,215841,7,0.032696495424850626,0.1655988043244015,36.0,1
623,62,40,19382,17,0.051256990823695496,0.05393260510412721,43.2,1
622,36,16,3306,21,0.022236834239942615,0.05283385385090714,40.8,1
633,50,31,2354,13,0.02880650469460846,0.09880636656610563,43.2,1
641,29,7,25097,16,0.034787063124316016,0.10098792647980867,43.2,1
504,44,25,122232,15,0.06347657738685042,0.08682928252794565,36.0,1
633,51,29,4131,8,0.014752853544180216,0.1396696720379173,41.6,1
601,32,10,14735,20,0.09399538554006631,0.07270700992627004,44.0,1
607,31,9,10402,1,0.06210393729564633,0.026810318920525288,46.400000000000006,1
606,39,17,3668,20,0.013353474645063139,0.01505440567553642,36.0,1
609,42,21,60002,15,0.03537532355478861,0.05751861382659418,40.0,1
546,28,5,103795,28,0.08856272500692329,0.07119831631086719,36.0,1
609,50,31,54873,20,0.029060967488042624,0.11194217305759577,36.0,1
630,61,41,62404,5,0.058880806460851136,0.08421454743908101,36.8,1
648,78,57,21911,28,0.034829637641968635,0.16552096443842987,48.0,1
687,80,57,3611,25,0.0701502398667088,0.10607604322387174,40.0,1
533,36,12,5260,23,0.10427584203710652,0.0774006237927969,40.8,1
622,42,21,63359,15,0.0863812760139143,0.11440660156482145,44.8,1
567,60,39,347242,5,0.015251006142766362,0.06238258347076576,38.400000000000006,1
614,41,23,30438,24,0.043685316146629564,0.10243336733723152,41.6,1
489,46,23,39328,14,0.04557451839820378,0.09358051390200875,39.2,1
605,30,9,1673,13,0.05346089653450383,0.05260421208917453,37.6,1
618,45,23,7526,17,0.05047620676093908,0.05855200965370827,36.8,1
605,64,40,16319,25,0.01744,0.008544411335584272,38.400000000000006,1
616,31,7,126534,5,0.05102794644948557,0.14031439388818207,36.8,1
671,66,43,68700,4,0.04544288864953583,0.05342045260749326,41.6,1
641,39,16,18527,7,0.09068248509134509,0.119349316029189,42.400000000000006,1
645,48,23,7234,27,0.08491286419711187,0.1633949846420333,39.2,1
589,18,0,7528,20,0.039409927856142994,0.11158525766324312,40.8,1
611,42,17,51467,26,0.050285332250901364,0.22030663300657716,35.2,1
628,48,25,95185,24,0.07452766783660668,0.11465547004646676,35.2,1
435,40,17,60753,4,0.009479686972836418,0.037414006827534305,40.0,1
611,44,20,43271,8,0.013189933997738568,0.06561504048160453,36.8,1
640,58,34,52519,12,0.014359559980319384,0.040437053323403395,36.8,1
636,61,38,1934,10,0.09502020442120276,0.06217967074662983,42.400000000000006,1
564,50,28,33737,2,0.04371023291109684,0.05777586821353205,52.8,1
604,49,30,6916,25,0.017345983142636103,0.0974123653062226,40.8,1
609,48,29,2872,10,0.10341507482734438,0.060577962294145235,41.6,1
615,30,7,40218,1,0.03764964121896082,0.01961113813523437,44.8,1
570,18,0,3023,22,0.037867429129328084,0.1388097103812871,39.2,1
672,51,31,345431,9,0.07628348342815026,0.22514672718619394,35.2,1
536,74,51,14941,29,0.03165261651025927,0.12728803634406988,40.0,1
625,34,15,8779,9,0.051431873635546424,0.2922297950381246,39.2,1
539,50,25,72854,24,0.03645067947338919,0.14493683019416329,36.8,1
612,37,16,111290,14,0.05627213359758277,0.08152079351096282,40.8,1
560,31,13,16724,28,0.09588597343699384,0.12291558599387785,47.2,1
619,50,28,83459,29,0.12172786431494949,0.08074803584731048,35.2,1
578,38,15,231645,14,0.05292577655133376,0.3938442117569407,40.8,1
624,50,27,150560,28,0.033363164488992306,0.1402329896809278,34.4,1
555,38,14,32607,15,0.02959928762243989,0.0861255989947535,42.400000000000006,1
655,45,22,138981,16,0.040942745051768384,0.05201604811255681,32.800000000000004,1
598,28,4,43405,16,0.05847270220852201,0.04470647298754637,45.6,1
597,36,10,101649,19,0.02422300144630464,0.05756757456656479,39.2,1
545,36,13,92515,17,0.028748950461796808,0.2013365127301524,44.8,1
528,48,26,4589,22,0.014537227148628009,0.020842788294697552,40.8,1
534,49,28,658306,10,0.03724419511709349,0.1411388699205555,34.4,1
629,34,15,23243,15,0.03607582142468395,0.02417988738841869,35.2,1
624,50,31,761091,26,0.032689989928841486,0.05789092407311776,33.6,1
506,33,7,50223,8,0.03748815332233493,0.07489560822459965,44.0,1
627,33,12,411565,20,0.03354507860922875,0.10260450000095117,36.0,1
524,43,21,45588,29,0.09884836852207293,0.06196195900341007,49.6,1
610,32,8,53237,26,0.029911497815452406,0.05351613516259302,43.2,1
600,37,12,1702,1,0.013410088977752541,0.06073556710771548,40.0,1
549,39,20,162216,6,0.17833265353171718,0.0277723730063197,40.8,1
556,57,35,595313,4,0.08963670836628335,0.12840990200164243,36.8,1
647,51,31,193890,19,0.07361543721036237,0.11790299999348222,40.0,1
587,43,21,70937,4,0.03576078783766437,0.03502098275427583,38.400000000000006,1
625,39,14,17213,21,0.024257899776571976,0.03891303100815197,41.6,1
577,37,15,30415,24,0.04179918218991367,0.027350233038822308,43.2,1
604,30,8,344652,10,0.05890783296268841,0.1490743447562672,32.800000000000004,1
428,31,12,156750,7,0.050250186308953476,0.156267282162158,38.400000000000006,1
634,48,30,10631,16,0.04970377779487574,0.042339774297650734,38.400000000000006,1
610,34,10,50358,24,0.05027978266158462,0.07627488269897818,36.0,1
528,48,24,64274,8,0.09814313194362659,0.04968462172800454,40.0,1
577,18,0,24513,28,0.031313424180922006,0.03627210683518296,40.0,1
605,18,0,90520,7,0.08281628749972202,0.075991833956274,36.0,1
617,47,23,63468,14,0.06293634143825017,0.11161812986626989,37.6,1
638,49,27,15768,2,0.07468098232550084,0.0952252876478596,43.2,1
651,53,31,11443,1,0.04144895859092686,0.10677422347725238,40.8,1
546,36,16,28031,28,0.06329650873277881,0.07246156479734411,44.8,1
594,32,11,44654,21,0.029390018484288356,0.08864552861198594,48.0,1
554,43,22,595368,5,0.02799634034766697,0.05859112605120687,36.0,1
583,28,4,35622,28,0.06787773305776135,0.06218234330970962,40.0,1
667,60,37,4409,20,0.1032774301598009,0.2195898202434834,36.8,1
582,42,22,4160,21,0.06742116723567838,0.18042576524238235,40.0,1
489,27,7,5396,2,0.04974647794275522,0.05523561533256772,41.6,1
562,54,30,874351,11,0.10870627216924025,0.048687411034043955,34.4,1
529,20,0,390536,2,0.08421960333429146,0.14648216543299514,40.0,1
538,19,0,5353,26,0.050813622890327266,0.07523154103419034,44.8,1
611,53,32,19059,21,0.024891654628292032,0.044180530801226706,36.0,1
602,23,0,171866,5,0.04333818972769991,0.130472665736624,43.2,1
600,34,11,8736,9,0.11131593030861628,0.1382460181726809,37.6,1
663,52,31,10393,12,0.04087286852703436,0.02367639359504172,39.2,1
660,63,41,167630,28,0.16490517952177497,0.1026629125122542,31.200000000000003,1
537,34,14,35728,7,0.03388350362413763,0.04914856826685769,51.2,1
497,39,16,278212,21,0.18853754940711462,0.13153083099764798,38.400000000000006,1
503,37,15,9112,29,0.022272842318400404,0.06714123212803168,45.6,1
482,24,2,17807,10,0.058979344980171794,0.02983197506003138,44.8,1
647,48,27,14405,29,0.047499825162598784,0.07053996208939911,35.2,1
636,48,24,8029,20,0.05173153539687404,0.21189074123618584,41.6,1
606,39,17,412236,22,0.05542725173210162,0.22830548417697502,33.6,1
620,48,25,109850,4,0.09205695352377541,0.1716779376893282,39.2,1
624,46,22,132930,24,0.06351514633077063,0.0649858226853911,37.6,1
588,54,30,122581,6,0.019449839525049244,0.013345163517793506,41.6,1
461,42,20,308431,13,0.07587784205569756,0.45055122745627246,38.400000000000006,1
634,37,14,5593,17,0.05989625113642441,0.07624964374761255,36.0,1
481,48,25,1850,2,0.025916823593246305,0.06692860608091818,45.6,1
569,54,33,16102,14,0.02395611292050336,0.07928887006010758,40.8,1
551,41,16,3079,26,0.059466093893832464,0.07188208549743798,40.0,1
524,36,15,14199,27,0.017640546639161286,0.07856527422443785,41.6,1
557,32,11,232119,21,0.16641066135906368,0.14417266511938565,36.8,1
529,28,5,3620,22,0.07367808769354348,0.05926916989730372,44.0,1
634,49,28,34862,20,0.05232592475933619,0.04824902001907505,40.8,1
620,39,16,161153,23,0.031132250293409106,0.11171295238109238,40.0,1
625,36,17,142849,9,0.05419590077896248,0.1065061790537946,38.400000000000006,1
507,46,23,1879,13,0.01623760691034424,0.07534395655304832,40.0,1
612,47,23,1074,5,0.0523502987079146,0.08298256871767233,40.8,1
660,40,22,52239,28,0.17374863170464722,0.11875444141128279,35.2,1
572,49,23,40320,17,0.030896491276123695,0.07294049921331508,40.8,1
589,46,22,12768,4,0.04785024645092211,0.028934635692902177,42.400000000000006,1
608,66,42,10432,16,0.02915515565795652,0.04201266832992879,43.2,1
598,18,0,10877,2,0.09283114452951177,0.1416130707399346,44.8,1
531,53,27,84033,18,0.030393952382807933,0.14676100377575743,38.400000000000006,1
535,18,0,49678,26,0.047713974763746864,0.11056089325508871,39.2,1
613,45,26,32989,6,0.09635057221954932,0.034811389945918356,43.2,1
598,47,28,366932,8,0.15492214909766333,0.11389082404355501,36.8,1
626,46,24,122160,26,0.09063386341183595,0.13345919730368327,35.2,1
566,26,2,3556,20,0.038864418699337454,0.06708594495299927,51.2,1
583,24,4,92116,2,0.02214900678178058,0.0643897634459501,46.400000000000006,1
559,44,21,51742,15,0.02865980188716182,0.017496709990737932,45.6,1
599,36,15,127506,25,0.06600765306122448,0.08040000379698282,37.6,1
607,29,7,48035,22,0.10920789166516413,0.04574670810552104,39.2,1
606,64,40,96698,8,0.02754263431970187,0.027051229368795324,41.6,1
614,55,31,13320,26,0.021644095258475743,0.08431005613955886,39.2,1
492,38,13,822967,13,0.06272543157488668,0.1585312002787257,43.2,1
559,34,11,3364,8,0.13353658536585367,0.07229191364588808,40.0,1
649,48,24,230438,20,0.04748323608813028,0.07367573399850624,34.4,1
547,40,18,9236,21,0.07916772392793707,0.17678718347118186,40.8,1
593,51,24,285284,11,0.12073985271450591,0.3383735860691742,41.6,1
641,50,28,24693,27,0.04441587801148075,0.10032831111831068,43.2,1
622,48,19,7187,10,0.014425081979278255,0.0967502047343169,40.0,1
496,38,15,15007,22,0.03325028523529001,0.3191344571488611,39.2,1
642,51,29,16862,1,0.03552141172891154,0.05267719389166918,41.6,1
578,22,2,184973,28,0.10173258158771965,0.0658436890556777,44.0,1
511,61,36,4913,1,0.045546263195115774,0.03919035259981621,50.400000000000006,1
570,42,19,791769,27,0.03361344537815126,0.3001183124323361,32.0,1
541,43,19,34886,15,0.03579000932914935,0.16193709942965195,39.2,1
583,58,35,154226,14,0.02605313150197509,0.0776631161677636,43.2,1
659,56,36,69436,23,0.021078503399543168,0.05214388103358473,32.800000000000004,1
631,44,18,364754,14,0.0501921893533341,0.1740478366185177,35.2,1
631,48,25,7603,1,0.04834428123796338,0.0767462447010522,45.6,1
626,35,17,173713,5,0.04863925883034163,0.0401825293040283,36.8,1
550,52,29,2976,5,0.055436832181018234,0.06967160490690186,40.8,1
568,18,0,66058,17,0.07962632560190847,0.14379518419938034,42.400000000000006,1
652,69,44,225085,13,0.07707312431609496,0.09474499414546084,34.4,1
654,55,35,40659,29,0.049420194421812745,0.08466655175282933,43.2,1
623,59,36,267879,16,0.2649976163747366,0.07220954655690723,36.0,1
644,53,32,56343,25,0.01780394630778397,0.05608778133787346,38.400000000000006,1
474,47,28,91364,18,0.027234664197112186,0.11527672378303727,40.8,1
632,65,43,30988,13,0.033704887915349147,0.07779154484594604,36.8,1
595,24,4,7262,24,0.03738009283135637,0.08738805970700639,46.400000000000006,1
692,52,32,326750,26,0.015720369752517026,0.035090510362365324,28.8,1
622,47,27,75163,29,0.022499476408461238,0.09018839818563891,41.6,1
528,47,25,131794,26,0.016282063979399825,0.13030531706960502,36.8,1
499,27,5,48225,21,0.0810469971695205,0.06547698648126189,40.0,1
549,38,15,139162,20,0.03820680933204646,0.048905925956948454,37.6,1
528,36,13,385539,2,0.09323676041764652,0.048556268585765575,39.2,1
636,42,23,27159,15,0.053388266598000084,0.06155562598640117,36.8,1
598,38,18,335330,20,0.06080073111400809,0.13366466278924174,36.0,1
596,34,13,409228,28,0.052729574737469274,0.32098832098368313,34.4,1
550,50,30,10384,21,0.015380836889448317,0.15291023785221125,37.6,1
650,41,18,9467,18,0.07984588656589413,0.18612500439801236,35.2,1
606,36,17,67668,8,0.03432132300071902,0.03842632076785509,40.0,1
537,57,35,13684,8,0.05320227307633236,0.035744966227223576,39.2,1
634,58,35,109215,14,0.13378140502480396,0.05525554988340321,38.400000000000006,1
632,64,46,7818,14,0.05859750240153699,0.0637637158292003,43.2,1
598,58,33,34392,12,0.03457971379411641,0.033944350170576,39.2,1
519,40,18,116022,20,0.02520324637842424,0.058584628458810094,35.2,1
452,43,18,11695,9,0.1424158415841584,0.07228844676573386,43.2,1
501,31,9,62207,18,0.02878422198202467,0.16473836387472182,45.6,1
657,68,47,120144,16,0.03397866455946266,0.08348016055463987,38.400000000000006,1
575,29,6,9170,28,0.016219588271990017,0.03468925585325815,40.8,1
659,61,38,4699,9,0.07095534200113059,0.043236320939844426,38.400000000000006,1
561,45,22,2408,20,0.05356216700457353,0.08013563525018856,41.6,1
564,26,7,35484,29,0.032524573033340956,0.04135669854704982,39.2,1
613,37,11,5105,27,0.06306332755937877,0.1105319953984891,51.2,1
625,42,19,27232,21,0.03778808853730889,0.27675622976704534,40.8,1
639,54,31,4179,29,0.042539419711737476,0.07792733813981517,41.6,1
596,47,24,3076,14,0.015396861226283962,0.06878442723478473,45.6,1
601,49,26,56575,22,0.05235880770954729,0.13527116858892405,38.400000000000006,1
632,51,30,49377,12,0.01818419574932886,0.08703367419488345,36.8,1
488,37,11,124533,17,0.034773919560329755,0.1420352184570932,44.8,1
631,37,16,126107,25,0.03289481075372707,0.07333287774795343,37.6,1
655,60,37,132316,29,0.08618719044998518,0.14517507199346025,34.4,1
624,43,23,7382,26,0.03743910306319934,0.12516799915853408,36.0,1
591,57,36,104950,4,0.0838336192109777,0.031018045716029,40.8,1
622,44,21,45156,27,0.13665876533031024,0.28633872080469175,37.6,1
543,35,12,2762,28,0.10120788302606484,0.10121138228480762,41.6,1
526,21,0,259209,29,0.09689166819937466,0.0408311654486821,36.0,1
563,33,10,1893,27,0.11486210186741787,0.09138389925279293,39.2,1
564,43,21,9958,16,0.17335957455717935,0.08414446291285792,40.0,1
637,53,31,82026,7,0.027725312085460026,0.04982447172109982,41.6,1
606,33,9,162541,15,0.034178254272281786,0.13062198477826467,33.6,1
643,49,25,49609,19,0.029276226619680133,0.05296110161569719,41.6,1
591,44,21,45030,6,0.037155580295018094,0.0678579767663851,43.2,1
612,44,22,64192,1,0.04094362515573723,0.09886770861132993,37.6,1
624,44,21,20697,28,0.05328343828979153,0.11975301967639987,40.8,1
594,51,27,22876,26,0.05165450959521648,0.07924809849756857,41.6,1
643,47,25,3882,24,0.059416787497986144,0.12062589463611638,40.0,1
650,43,20,74154,18,0.0813089509143407,0.05975138173744132,36.0,1
493,35,11,8280,28,0.07019178507648109,0.05873615922830092,38.400000000000006,1
612,64,45,1627,14,0.07152207924901817,0.06830180372397596,48.8,1
608,53,29,436570,15,0.08784162240463544,0.08833085988637421,40.0,1
549,45,22,73538,25,0.10503887888239687,0.13672259446004498,39.2,1
592,47,24,16427,24,0.034666649470908,0.1155501661563117,40.0,1
567,38,16,169899,12,0.023295632671763086,0.08046769054773666,36.0,1
590,50,26,387739,24,0.09951731510576955,0.11984423892854618,42.400000000000006,1
613,49,23,52983,9,0.04926985728133152,0.1313016177585329,36.0,1
628,44,24,7305,3,0.09774591984834573,0.16617660945357113,42.400000000000006,1
649,23,0,25370,25,0.07574175534099042,0.06792220894444523,41.6,1
634,32,12,10490,8,0.07500667794497373,0.050073285801682445,38.400000000000006,1
595,36,14,2081,9,0.07308470112401824,0.059083766320010694,40.0,1
564,37,13,23562,2,0.07715082452576857,0.23847230836604066,44.0,1
627,54,33,62307,23,0.016074214992625527,0.1764906745827743,37.6,1
591,26,7,14309,5,0.04627903805064327,0.11762078589349619,40.0,1
641,38,12,93405,20,0.11845708715631817,0.05377103951078814,40.0,1
619,56,33,10436,25,0.1313515983722499,0.11399516752595432,44.0,1
665,51,27,91783,6,0.05823519922568156,0.08364626579960915,38.400000000000006,1
628,42,17,106058,15,0.07416876424928506,0.05928081287409155,34.4,1
573,39,15,38522,28,0.06424698672392004,0.2561282005403572,40.0,1
552,45,23,2948,27,0.02718944833329582,0.119098286232226,39.2,1
486,53,28,54832,11,0.08135790212838083,0.08817712630709311,42.400000000000006,1
547,40,17,10857,21,0.06416346716990955,0.2038197809777406,40.8,1
595,66,40,16484,17,0.022637238256932653,0.05843336513547773,44.0,1
546,21,0,76411,20,0.008157487157564248,0.027754448860192432,42.400000000000006,1
583,49,29,2010,28,0.012414062754553451,0.07597615249422979,41.6,1
584,43,22,30460,23,0.04861652160363288,0.06049930695300431,38.400000000000006,1
569,59,36,252967,24,0.060182107240930774,0.15804816738966398,39.2,1
592,45,22,59482,27,0.0642815018675054,0.08123664688516467,44.0,1
595,33,7,88161,25,0.07463279078999603,0.12504784875457914,43.2,1
614,42,22,34506,9,0.028611738148984198,0.07327890608711869,39.2,1
527,44,23,125354,22,0.10115550480082944,0.08427248745703571,36.8,1
658,50,25,273207,1,0.01528,0.03449738945682781,33.6,1
653,55,36,34066,26,0.035439935906498896,0.035445204633792485,44.8,1
612,56,37,259678,11,0.02728143847584691,0.0777878135284655,32.0,1
639,40,19,169034,1,0.07015271338969185,0.09290512247199581,38.400000000000006,1
641,45,21,4547,5,0.08161880117083103,0.06618267783664,39.2,1
657,60,40,28010,25,0.06266388758152357,0.09538009522877525,39.2,1
587,40,17,82210,21,0.03321496275331749,0.056986154996467475,50.400000000000006,1
419,26,5,181273,16,0.026472210307004106,0.052985677860821805,43.2,1
598,48,28,23270,22,0.06743419499249158,0.034783531833932624,47.2,1
605,49,25,8478,23,0.08066378835527602,0.11974198060279516,37.6,1
578,25,6,44601,28,0.03538396516645207,0.03962482969364844,38.400000000000006,1
528,41,17,198279,11,0.068386973302287,0.10516767357692047,36.8,1
655,50,26,6392,18,0.03567565415320092,0.08034349953174985,39.2,1
476,26,2,47755,7,0.032452951903633585,0.02037926418804457,48.8,1
621,37,18,298219,22,0.2371020856201976,0.07216129059076895,37.6,1
475,48,24,31483,18,0.04383548853928388,0.043600320650351375,40.8,1
599,18,0,25230,9,0.10264030589130711,0.10217106321208522,42.400000000000006,1
633,52,26,37321,29,0.016288106835969568,0.04522267427594418,44.8,1
655,42,23,97422,1,0.024763782661677985,0.022048302456683183,37.6,1
612,60,36,103235,27,0.05659318037204776,0.06652052973449063,44.0,1
548,46,24,175122,19,0.07354254920607475,0.07352040109414916,35.2,1
591,52,28,33687,20,0.01380412543137892,0.06742199157567003,40.0,1
634,37,13,35280,20,0.05874276162617158,0.31850623727108385,40.8,1
620,42,24,183291,1,0.032325996557879995,0.03404593858918688,39.2,1
624,30,10,66974,19,0.054837589339572626,0.11588287138605392,38.400000000000006,1
618,28,2,61814,18,0.03601371340688447,0.06965373214987436,37.6,1
621,58,34,145164,22,0.026909144673615732,0.022167712719289866,34.4,1
602,44,18,20399,7,0.05200181100834357,0.07226364326922576,44.8,1
581,22,3,2001,26,0.06462914063112761,0.06204338852623743,42.400000000000006,1
434,45,21,263740,17,0.04999606949139219,0.07841107154552256,40.0,1
648,46,25,281669,21,0.03554698849825312,0.02377925887032248,32.800000000000004,1
655,41,18,42698,8,0.07189571171487513,0.08137150501174856,36.0,1
462,22,1,10813,26,0.08709677419354839,0.08229220014120776,43.2,1
618,50,26,213955,8,0.07662164415541103,0.051570825560073044,36.8,1
618,54,31,10225,27,0.06411447686303662,0.09980113901619363,42.400000000000006,1
